group,feature,weight
Bangsamoro Islamic Freedom Movement (BIFM),philippines,0.7729420771259399
Bangsamoro Islamic Freedom Movement (BIFM),bifm claimed,0.7423946072657082
Bangsamoro Islamic Freedom Movement (BIFM),bifm and,0.634053662537902
Bangsamoro Islamic Freedom Movement (BIFM),maguindanao philippines,0.4761224787197922
Bangsamoro Islamic Freedom Movement (BIFM),datu,0.44604218559285713
Bangsamoro Islamic Freedom Movement (BIFM),islamic,0.4288874188033669
Bangsamoro Islamic Freedom Movement (BIFM),cotabato,0.42165777033695734
Bangsamoro Islamic Freedom Movement (BIFM),upi,0.40335108449712526
Bangsamoro Islamic Freedom Movement (BIFM),maguindanao province,0.3719869101590439
Bangsamoro Islamic Freedom Movement (BIFM),philippines this,0.35733186270421124
Bangsamoro Islamic Freedom Movement (BIFM),philippines attack_type,0.33252606869474355
Bangsamoro Islamic Freedom Movement (BIFM),country philippines,0.33252606869474355
Bangsamoro Islamic Freedom Movement (BIFM),municipality north,0.3036038429676977
Bangsamoro Islamic Freedom Movement (BIFM),municipality,0.2972497748203679
Bangsamoro Islamic Freedom Movement (BIFM),in upi,0.2747437353694176
Bangsamoro Islamic Freedom Movement (BIFM),bifm was,0.2719076643101772
Bangsamoro Islamic Freedom Movement (BIFM),midsayap municipality,0.25344163755173454
Bangsamoro Islamic Freedom Movement (BIFM),the bifm,0.25183958144920054
Bangsamoro Islamic Freedom Movement (BIFM),north cotabato,0.24429992626925262
Bangsamoro Islamic Freedom Movement (BIFM),military targets,0.23522952983957907
Barisan Revolusi Nasional (BRN),brn,2.03769779861107
Barisan Revolusi Nasional (BRN),revolusi,1.5879225126884857
Barisan Revolusi Nasional (BRN),barisan,1.5879225126884857
Barisan Revolusi Nasional (BRN),barisan revolusi,1.5879225126884857
Barisan Revolusi Nasional (BRN),revolusi nasional,1.4064871520559992
Barisan Revolusi Nasional (BRN),nasional brn,1.4064871520559992
Barisan Revolusi Nasional (BRN),nasional,1.4064871520559992
Barisan Revolusi Nasional (BRN),the barisan,1.2497726177375568
Barisan Revolusi Nasional (BRN),thailand,0.6805308145469713
Barisan Revolusi Nasional (BRN),coordinate,0.6374518797636818
Barisan Revolusi Nasional (BRN),attack authorities,0.5173366569485363
Barisan Revolusi Nasional (BRN),panare,0.4852383049722228
Barisan Revolusi Nasional (BRN),11 2005,0.46008455141270993
Barisan Revolusi Nasional (BRN),04 11,0.42390988266845264
Barisan Revolusi Nasional (BRN),2005 04,0.39850866292853143
Barisan Revolusi Nasional (BRN),authorities blamed,0.3870448169779647
Barisan Revolusi Nasional (BRN),thailand attack_type,0.38131621015529976
Barisan Revolusi Nasional (BRN),country thailand,0.38131621015529976
Barisan Revolusi Nasional (BRN),niece,0.37861990254371813
Barisan Revolusi Nasional (BRN),pattani thailand,0.3381452402632675
Barisan Revolusi Nasional (BRN),blamed on,0.31831239974673287
Barisan Revolusi Nasional (BRN),members the,0.31809675242138663
Barisan Revolusi Nasional (BRN),brn and,0.31680542836858594
Barisan Revolusi Nasional (BRN),2005,0.30129420913459304
Barisan Revolusi Nasional (BRN),man was,0.29356145155091834
Barisan Revolusi Nasional (BRN),or runda,0.27270330872826887
Barisan Revolusi Nasional (BRN),brn or,0.27270330872826887
Barisan Revolusi Nasional (BRN),either barisan,0.27270330872826887
Barisan Revolusi Nasional (BRN),wang,0.27221531329507376
Barisan Revolusi Nasional (BRN),bombing on,0.26943829860003093
Barqa Province of the Islamic State,barqa,2.761871172179215
Barqa Province of the Islamic State,barqa province,2.761871172179215
Barqa Province of the Islamic State,the barqa,2.132056991281263
Barqa Province of the Islamic State,libya,0.9979887662111371
Barqa Province of the Islamic State,province of,0.9313645800199449
Barqa Province of the Islamic State,derna,0.81097289729335
Barqa Province of the Islamic State,wahat,0.6718199994026665
Barqa Province of the Islamic State,ajdabiya,0.5622463546234379
Barqa Province of the Islamic State,derna district,0.4897352594336538
Barqa Province of the Islamic State,libya attack_type,0.4843997549595626
Barqa Province of the Islamic State,country libya,0.4843997549595626
Barqa Province of the Islamic State,benghazi,0.46775282220943143
Barqa Province of the Islamic State,province,0.46242098980193724
Barqa Province of the Islamic State,wahat district,0.44418571923132744
Barqa Province of the Islamic State,neighborhood benghazi,0.40840181199569947
Barqa Province of the Islamic State,benghazi libya,0.4054461110726091
Barqa Province of the Islamic State,islamic state,0.4019019764459379
Barqa Province of the Islamic State,the islamic,0.38841424763553756
Barqa Province of the Islamic State,labraq,0.38187530554606286
Barqa Province of the Islamic State,nurses,0.3508331711959192
Barqa Province of the Islamic State,al obeidi,0.3479195321614207
Barqa Province of the Islamic State,obeidi,0.3479195321614207
Barqa Province of the Islamic State,state claimed,0.34488741232368064
Barqa Province of the Islamic State,islamic,0.3396620038398376
Barqa Province of the Islamic State,in ajdabiya,0.30503515374447165
Barqa Province of the Islamic State,al salam,0.3047963068561297
Barqa Province of the Islamic State,city derna,0.3025111488563831
Barqa Province of the Islamic State,state,0.2940278325927274
Barqa Province of the Islamic State,wahat libya,0.2882677980135128
Barqa Province of the Islamic State,al,0.28197363581772084
Basque Fatherland and Freedom (ETA),spain,2.481118213405548
Basque Fatherland and Freedom (ETA),eta,2.249391341629587
Basque Fatherland and Freedom (ETA),basque,1.917686381645555
Basque Fatherland and Freedom (ETA),country spain,1.4256347462919658
Basque Fatherland and Freedom (ETA),spain attack_type,1.4243025655654735
Basque Fatherland and Freedom (ETA),the basque,0.7960867216998381
Basque Fatherland and Freedom (ETA),euskadi ta,0.73867796450242
Basque Fatherland and Freedom (ETA),euskadi,0.73867796450242
Basque Fatherland and Freedom (ETA),askatasuna eta,0.7376383951297604
Basque Fatherland and Freedom (ETA),askatasuna,0.7376383951297604
Basque Fatherland and Freedom (ETA),ta askatasuna,0.7376383951297604
Basque Fatherland and Freedom (ETA),ta,0.7115925495085649
Basque Fatherland and Freedom (ETA),western europe,0.6986227512356842
Basque Fatherland and Freedom (ETA),region western,0.6986227512356842
Basque Fatherland and Freedom (ETA),western,0.6293845678183618
Basque Fatherland and Freedom (ETA),marie,0.584489565014769
Basque Fatherland and Freedom (ETA),basque fatherland,0.5743133035747993
Basque Fatherland and Freedom (ETA),fatherland and,0.5743133035747993
Basque Fatherland and Freedom (ETA),fatherland,0.5709475110233596
Basque Fatherland and Freedom (ETA),spain the,0.5381634906357362
Basque Fatherland and Freedom (ETA),europe country,0.47265288806735944
Basque Fatherland and Freedom (ETA),europe,0.463983398412761
Basque Fatherland and Freedom (ETA),basque separatist,0.4587090372280907
Basque Fatherland and Freedom (ETA),car,0.403416515240443
Basque Fatherland and Freedom (ETA),separatist group,0.37165793202431013
Basque Fatherland and Freedom (ETA),and liberty,0.36717282409894064
Basque Fatherland and Freedom (ETA),liberty,0.3624094727731312
Basque Fatherland and Freedom (ETA),the disco,0.34250872943492255
Basque Fatherland and Freedom (ETA),individuals,0.338839956467566
Basque Fatherland and Freedom (ETA),television,0.3372921887624251
Boko Haram,boko,3.7093028916618067
Boko Haram,boko haram,3.6878791920996563
Boko Haram,haram,3.6683512606887216
Boko Haram,to boko,2.238560188690564
Boko Haram,nigeria,1.9656402121601755
Boko Haram,borno,1.5840529014167448
Boko Haram,extreme north,1.0037725385400087
Boko Haram,extreme,1.0005804998354546
Boko Haram,borno nigeria,0.9761321843127254
Boko Haram,nigeria attack_type,0.9681486769448618
Boko Haram,country nigeria,0.9681486769448618
Boko Haram,haram claimed,0.8973194028451413
Boko Haram,chad,0.8563447909450245
Boko Haram,haram was,0.7903625315648792
Boko Haram,borno state,0.77022728197903
Boko Haram,state nigeria,0.7402963146780206
Boko Haram,province iswap,0.713870078973136
Boko Haram,iswap,0.713870078973136
Boko Haram,state west,0.6896582963971188
Boko Haram,niger,0.6786835582195727
Boko Haram,maiduguri,0.6734025874318099
Boko Haram,north cameroon,0.6359639878453534
Boko Haram,yobe,0.5987814490532305
Boko Haram,diffa,0.5924439163344194
Boko Haram,of boko,0.5728774214266681
Boko Haram,west africa,0.5655368700886609
Boko Haram,africa province,0.5581085353997054
Boko Haram,saharan,0.5031487236790536
Boko Haram,saharan africa,0.5031487236790536
Boko Haram,sub saharan,0.5031487236790536
Chechen Rebels,chechen,2.865358656528397
Chechen Rebels,russia attack_type,1.7777902696548162
Chechen Rebels,country russia,1.7777902696548162
Chechen Rebels,chechen rebels,1.534483192255255
Chechen Rebels,chechnya,1.4202485926046031
Chechen Rebels,russian,1.3543277766774384
Chechen Rebels,russia,1.339829851282012
Chechen Rebels,region eastern,1.202065580688873
Chechen Rebels,eastern europe,1.202065580688873
Chechen Rebels,eastern,1.0036527299721698
Chechen Rebels,europe country,0.8647279541807247
Chechen Rebels,europe,0.8401407289316206
Chechen Rebels,grozny,0.6991278335645423
Chechen Rebels,rebels,0.6740964541289857
Chechen Rebels,in chechnya,0.5626612984559414
Chechen Rebels,buynaksk,0.50552006371377
Chechen Rebels,2003,0.48137627645798603
Chechen Rebels,chechen militants,0.4806179097572874
Chechen Rebels,the chechen,0.47498091100348966
Chechen Rebels,1999,0.4459600396516092
Chechen Rebels,in russia,0.43751487341966855
Chechen Rebels,vedeno,0.43517267266318477
Chechen Rebels,chechnya the,0.43512089071730875
Chechen Rebels,the russian,0.42733943567057786
Chechen Rebels,2001,0.42186709148213447
Chechen Rebels,tnt,0.40985754628966314
Chechen Rebels,1996,0.4084869152682021
Chechen Rebels,commandant,0.405500353865325
Chechen Rebels,suspected chechen,0.38829058003344846
Chechen Rebels,20th,0.37808143631634084
Communist Party of India - Maoist (CPI-Maoist),cpi,2.6739127259246938
Communist Party of India - Maoist (CPI-Maoist),india,2.48454903581025
Communist Party of India - Maoist (CPI-Maoist),of india,2.4342231058233077
Communist Party of India - Maoist (CPI-Maoist),maoist,2.2633717399506286
Communist Party of India - Maoist (CPI-Maoist),party of,1.9617282085549477
Communist Party of India - Maoist (CPI-Maoist),communist,1.8904111258633438
Communist Party of India - Maoist (CPI-Maoist),communist party,1.8638011385349225
Communist Party of India - Maoist (CPI-Maoist),india maoist,1.7914831178822885
Communist Party of India - Maoist (CPI-Maoist),party,1.2422621936818705
Communist Party of India - Maoist (CPI-Maoist),maoist cpi,1.2421200059643536
Communist Party of India - Maoist (CPI-Maoist),the communist,1.1441463861255405
Communist Party of India - Maoist (CPI-Maoist),maoists cpi,1.0463263615877818
Communist Party of India - Maoist (CPI-Maoist),the maoists,0.9811757358919053
Communist Party of India - Maoist (CPI-Maoist),faction was,0.959783840309869
Communist Party of India - Maoist (CPI-Maoist),maoist faction,0.9478979526369062
Communist Party of India - Maoist (CPI-Maoist),india maoists,0.9122837817068613
Communist Party of India - Maoist (CPI-Maoist),believed maoist,0.8999260984766242
Communist Party of India - Maoist (CPI-Maoist),suspected communist,0.8638741491946613
Communist Party of India - Maoist (CPI-Maoist),jharkhand,0.8246934717816724
Communist Party of India - Maoist (CPI-Maoist),cpi maoists,0.7945407261232571
Communist Party of India - Maoist (CPI-Maoist),2009,0.736799067339958
Communist Party of India - Maoist (CPI-Maoist),2010,0.6734348332262888
Communist Party of India - Maoist (CPI-Maoist),jharkhand india,0.6343625441918255
Communist Party of India - Maoist (CPI-Maoist),cpi maoist,0.6233973895366596
Communist Party of India - Maoist (CPI-Maoist),of,0.6128473902340519
Communist Party of India - Maoist (CPI-Maoist),orissa india,0.5576676356243038
Communist Party of India - Maoist (CPI-Maoist),faction,0.5486550993094378
Communist Party of India - Maoist (CPI-Maoist),bihar,0.5412665845464095
Communist Party of India - Maoist (CPI-Maoist),maoist claimed,0.5159155277534835
Communist Party of India - Maoist (CPI-Maoist),2011 on,0.48932108743298247
Communist Party of Nepal - Maoist (CPN-Maoist-Chand),maoist cpn,1.3830710496251577
Communist Party of Nepal - Maoist (CPN-Maoist-Chand),cpn,1.3464679148223517
Communist Party of Nepal - Maoist (CPN-Maoist-Chand),nepal maoist,1.3136081005845461
Communist Party of Nepal - Maoist (CPN-Maoist-Chand),maoist chand,1.2690373747667447
Communist Party of Nepal - Maoist (CPN-Maoist-Chand),cpn maoist,1.2690373747667447
Communist Party of Nepal - Maoist (CPN-Maoist-Chand),chand,1.267136592636891
Communist Party of Nepal - Maoist (CPN-Maoist-Chand),nepal,1.1547992323165193
Communist Party of Nepal - Maoist (CPN-Maoist-Chand),of nepal,1.0358318366572976
Communist Party of Nepal - Maoist (CPN-Maoist-Chand),province nepal,0.8201710306331834
Communist Party of Nepal - Maoist (CPN-Maoist-Chand),maoist,0.7460264245567071
Communist Party of Nepal - Maoist (CPN-Maoist-Chand),chand claimed,0.5637730947750409
Communist Party of Nepal - Maoist (CPN-Maoist-Chand),party of,0.5368555947701367
Communist Party of Nepal - Maoist (CPN-Maoist-Chand),nepal there,0.5268874552981282
Communist Party of Nepal - Maoist (CPN-Maoist-Chand),the communist,0.49805385094166194
Communist Party of Nepal - Maoist (CPN-Maoist-Chand),communist party,0.35201164135423485
Communist Party of Nepal - Maoist (CPN-Maoist-Chand),province,0.344551115310409
Communist Party of Nepal - Maoist (CPN-Maoist-Chand),party,0.3443130665382973
Communist Party of Nepal - Maoist (CPN-Maoist-Chand),karnali,0.3328895692252652
Communist Party of Nepal - Maoist (CPN-Maoist-Chand),communist,0.3137133462381624
Communist Party of Nepal - Maoist (CPN-Maoist-Chand),ncell,0.2804089527371911
Communist Party of Nepal - Maoist (CPN-Maoist-Chand),karnali nepal,0.2785256608704214
Communist Party of Nepal - Maoist (CPN-Maoist-Chand),hydropower,0.25042143673262424
Communist Party of Nepal - Maoist (CPN-Maoist-Chand),country nepal,0.23553243289434184
Communist Party of Nepal - Maoist (CPN-Maoist-Chand),nepal attack_type,0.23553243289434184
Communist Party of Nepal - Maoist (CPN-Maoist-Chand),chairperson,0.22785446081644378
Communist Party of Nepal - Maoist (CPN-Maoist-Chand),hydropower projects,0.21780557996050537
Communist Party of Nepal - Maoist (CPN-Maoist-Chand),shahi,0.21469223351451766
Communist Party of Nepal - Maoist (CPN-Maoist-Chand),nepal the,0.20708612951020516
Communist Party of Nepal - Maoist (CPN-Maoist-Chand),that the,0.20178563403039929
Communist Party of Nepal - Maoist (CPN-Maoist-Chand),chand members,0.20038274137806908
Conspiracy theory extremists,conspiracy,1.7371786706084824
Conspiracy theory extremists,conspiracy theory,1.0380851709627383
Conspiracy theory extremists,theory,1.0309965741343003
Conspiracy theory extremists,5g,0.872203781455377
Conspiracy theory extremists,ping,0.672327271560358
Conspiracy theory extremists,ping pong,0.672327271560358
Conspiracy theory extremists,comet ping,0.672327271560358
Conspiracy theory extremists,comet,0.672327271560358
Conspiracy theory extremists,lopez,0.6633325534626915
Conspiracy theory extremists,covid 19,0.6561927914315495
Conspiracy theory extremists,covid,0.6561927914315495
Conspiracy theory extremists,pong,0.6540405456189936
Conspiracy theory extremists,wrote,0.6427882792186537
Conspiracy theory extremists,trafficking,0.6369555839158216
Conspiracy theory extremists,pandemic,0.5908556102430416
Conspiracy theory extremists,19 pandemic,0.5908556102430416
Conspiracy theory extremists,the covid,0.5908556102430416
Conspiracy theory extremists,2020,0.5545318994364187
Conspiracy theory extremists,nashville,0.5136174285536234
Conspiracy theory extremists,to conspiracy,0.5081450660424128
Conspiracy theory extremists,pong restaurant,0.504696724826389
Conspiracy theory extremists,his truck,0.47926527533648644
Conspiracy theory extremists,convention,0.46049181064862343
Conspiracy theory extremists,waves,0.45506031644414974
Conspiracy theory extremists,5g radio,0.45506031644414974
Conspiracy theory extremists,link between,0.45506031644414974
Conspiracy theory extremists,radio waves,0.45506031644414974
Conspiracy theory extremists,between 5g,0.45506031644414974
Conspiracy theory extremists,waves and,0.45506031644414974
Conspiracy theory extremists,link,0.45158833866340947
Cooperative for the Development of the Congo (CODECO) militia,cooperative for,1.2347885696553762
Cooperative for the Development of the Congo (CODECO) militia,congo codeco,1.234788569655376
Cooperative for the Development of the Congo (CODECO) militia,codeco,1.234788569655376
Cooperative for the Development of the Congo (CODECO) militia,the cooperative,1.1847267031645763
Cooperative for the Development of the Congo (CODECO) militia,development of,1.1712650412261467
Cooperative for the Development of the Congo (CODECO) militia,the development,1.1418803004052474
Cooperative for the Development of the Congo (CODECO) militia,cooperative,1.1339733737512758
Cooperative for the Development of the Congo (CODECO) militia,codeco militia,1.1263099069915474
Cooperative for the Development of the Congo (CODECO) militia,the congo,0.9631757061671796
Cooperative for the Development of the Congo (CODECO) militia,development,0.9224889068938309
Cooperative for the Development of the Congo (CODECO) militia,congo,0.9161401782473593
Cooperative for the Development of the Congo (CODECO) militia,ituri democratic,0.5427950943796209
Cooperative for the Development of the Congo (CODECO) militia,militia,0.5283596961660127
Cooperative for the Development of the Congo (CODECO) militia,ituri,0.47492358777758364
Cooperative for the Development of the Congo (CODECO) militia,2020,0.43818790197289403
Cooperative for the Development of the Congo (CODECO) militia,djugu,0.4260264830522794
Cooperative for the Development of the Congo (CODECO) militia,of the,0.3977081448234117
Cooperative for the Development of the Congo (CODECO) militia,djugu ituri,0.2773864486533633
Cooperative for the Development of the Congo (CODECO) militia,2020 assailants,0.21866721840195463
Cooperative for the Development of the Congo (CODECO) militia,2020 06,0.2015244043971662
Cooperative for the Development of the Congo (CODECO) militia,year 2020,0.1995372333758104
Cooperative for the Development of the Congo (CODECO) militia,including one,0.19048243859375932
Cooperative for the Development of the Congo (CODECO) militia,in djugu,0.1744561546494927
Cooperative for the Development of the Congo (CODECO) militia,of,0.1638527584748716
Cooperative for the Development of the Congo (CODECO) militia,personnel as,0.16002334872333288
Cooperative for the Development of the Congo (CODECO) militia,were escorting,0.15752756005141977
Cooperative for the Development of the Congo (CODECO) militia,herders,0.15539701966774339
Cooperative for the Development of the Congo (CODECO) militia,abducted and,0.15257406152876993
Cooperative for the Development of the Congo (CODECO) militia,and united,0.15020965945587672
Cooperative for the Development of the Congo (CODECO) militia,the,0.14319266153945512
Corsican National Liberation Front (FLNC),corsica,1.9335028356263508
Corsican National Liberation Front (FLNC),flnc,1.5301640592754127
Corsican National Liberation Front (FLNC),corsican,1.4675031850118578
Corsican National Liberation Front (FLNC),corsican national,1.05047505575878
Corsican National Liberation Front (FLNC),country france,0.9293872067350517
Corsican National Liberation Front (FLNC),france attack_type,0.9293872067350517
Corsican National Liberation Front (FLNC),france,0.8687903032157789
Corsican National Liberation Front (FLNC),the corsican,0.8604988874033266
Corsican National Liberation Front (FLNC),national liberation,0.6665912077440194
Corsican National Liberation Front (FLNC),corsica france,0.6480749715242903
Corsican National Liberation Front (FLNC),di,0.6286962497105204
Corsican National Liberation Front (FLNC),of corsica,0.6104169120255224
Corsican National Liberation Front (FLNC),liberation front,0.5896316959603605
Corsican National Liberation Front (FLNC),front,0.5852308803905811
Corsican National Liberation Front (FLNC),the flnc,0.5502540395631327
Corsican National Liberation Front (FLNC),national,0.5132281993401587
Corsican National Liberation Front (FLNC),western europe,0.4986949475405246
Corsican National Liberation Front (FLNC),region western,0.4986949475405246
Corsican National Liberation Front (FLNC),no one,0.4940242954732269
Corsican National Liberation Front (FLNC),liberation,0.4880923223552314
Corsican National Liberation Front (FLNC),western,0.47168067566033006
Corsican National Liberation Front (FLNC),suspect corsican,0.45957587271977435
Corsican National Liberation Front (FLNC),front flnc,0.4446759872359348
Corsican National Liberation Front (FLNC),corsica flnc,0.4433159225621579
Corsican National Liberation Front (FLNC),vacation,0.4064631998483949
Corsican National Liberation Front (FLNC),bastia,0.36932235592613605
Corsican National Liberation Front (FLNC),corse,0.3681061327143411
Corsican National Liberation Front (FLNC),europe country,0.361523376090931
Corsican National Liberation Front (FLNC),europe,0.3614135691060292
Corsican National Liberation Front (FLNC),coggia,0.3576217819069408
Democratic Front for the Liberation of Rwanda (FDLR),rwanda,2.0802178275484695
Democratic Front for the Liberation of Rwanda (FDLR),of rwanda,1.9498000468801469
Democratic Front for the Liberation of Rwanda (FDLR),fdlr,1.784337840877056
Democratic Front for the Liberation of Rwanda (FDLR),rwanda fdlr,1.5486757423279853
Democratic Front for the Liberation of Rwanda (FDLR),liberation of,1.455723751302756
Democratic Front for the Liberation of Rwanda (FDLR),the democratic,1.377778150648537
Democratic Front for the Liberation of Rwanda (FDLR),the liberation,1.148364624482256
Democratic Front for the Liberation of Rwanda (FDLR),forces for,1.1345839396775312
Democratic Front for the Liberation of Rwanda (FDLR),democratic,0.89356893779727
Democratic Front for the Liberation of Rwanda (FDLR),liberation,0.8841061821067409
Democratic Front for the Liberation of Rwanda (FDLR),front for,0.7293461898402385
Democratic Front for the Liberation of Rwanda (FDLR),democratic front,0.6705872015208826
Democratic Front for the Liberation of Rwanda (FDLR),kivu congo,0.5326330881768668
Democratic Front for the Liberation of Rwanda (FDLR),kivu,0.48983081252119265
Democratic Front for the Liberation of Rwanda (FDLR),fdlr and,0.47921444552229026
Democratic Front for the Liberation of Rwanda (FDLR),park,0.37375090685717866
Democratic Front for the Liberation of Rwanda (FDLR),rutshuru,0.35786239649165175
Democratic Front for the Liberation of Rwanda (FDLR),nord kivu,0.34431011510210086
Democratic Front for the Liberation of Rwanda (FDLR),front,0.30517853178063453
Democratic Front for the Liberation of Rwanda (FDLR),village,0.30457771285577784
Democratic Front for the Liberation of Rwanda (FDLR),nord,0.2982395340853486
Democratic Front for the Liberation of Rwanda (FDLR),of congo,0.2922608850254814
Democratic Front for the Liberation of Rwanda (FDLR),in virunga,0.2859888806364877
Democratic Front for the Liberation of Rwanda (FDLR),rangers,0.2832173560097845
Democratic Front for the Liberation of Rwanda (FDLR),idp,0.2817713981147432
Democratic Front for the Liberation of Rwanda (FDLR),kivu province,0.2763151785671643
Democratic Front for the Liberation of Rwanda (FDLR),the village,0.2723085749060456
Democratic Front for the Liberation of Rwanda (FDLR),congo kinshasa,0.26770544461374957
Democratic Front for the Liberation of Rwanda (FDLR),and mayi,0.25878715578209
Democratic Front for the Liberation of Rwanda (FDLR),children,0.2571118613609115
Dissident Republicans,ireland,1.829418574038417
Dissident Republicans,dissident republicans,1.2520110119131251
Dissident Republicans,republicans,1.2499447251361608
Dissident Republicans,dissident,1.200431503656041
Dissident Republicans,northern ireland,1.1219414911858663
Dissident Republicans,ireland united,1.0929520823803658
Dissident Republicans,northern,0.8033370812663372
Dissident Republicans,united kingdom,0.7439185128168275
Dissident Republicans,kingdom,0.74237927398836
Dissident Republicans,to dissident,0.6291043189784806
Dissident Republicans,district northern,0.5397950588925409
Dissident Republicans,belfast,0.522383729271012
Dissident Republicans,republicans were,0.4890782736923173
Dissident Republicans,londonderry,0.42907097914456804
Dissident Republicans,kingdom attack_type,0.41811736382854586
Dissident Republicans,united,0.4149962047208977
Dissident Republicans,ireland attack_type,0.4015320405971657
Dissident Republicans,country ireland,0.4015320405971657
Dissident Republicans,kingdom the,0.36727391232177287
Dissident Republicans,county,0.3444051476856426
Dissident Republicans,irish republican,0.3337990587017898
Dissident Republicans,armagh,0.32871372218342454
Dissident Republicans,irish,0.32272163108876306
Dissident Republicans,western europe,0.32268393492016095
Dissident Republicans,region western,0.32268393492016095
Dissident Republicans,kingdom no,0.3208239116186259
Dissident Republicans,that dissident,0.3189652911316671
Dissident Republicans,western,0.30653783363638326
Dissident Republicans,country united,0.29757822329432354
Dissident Republicans,lurgan,0.2906493513723828
Donetsk People's Republic,donetsk,2.752093997806768
Donetsk People's Republic,donetsk people,1.638865040979825
Donetsk People's Republic,the donetsk,1.5656606757822835
Donetsk People's Republic,ukraine,1.346316060807793
Donetsk People's Republic,donetsk oblast,0.9194929527431902
Donetsk People's Republic,people republic,0.7165356604435335
Donetsk People's Republic,country ukraine,0.6789915736454591
Donetsk People's Republic,ukraine attack_type,0.6789915736454591
Donetsk People's Republic,republic,0.5034325395406681
Donetsk People's Republic,oblast ukraine,0.4167613335655506
Donetsk People's Republic,eastern europe,0.4116108156710968
Donetsk People's Republic,region eastern,0.4116108156710968
Donetsk People's Republic,oblast,0.40997723093588345
Donetsk People's Republic,eastern,0.3898447888460079
Donetsk People's Republic,town donetsk,0.3896800516510539
Donetsk People's Republic,swedish,0.37241046290245927
Donetsk People's Republic,donetsk ukraine,0.3611715822604926
Donetsk People's Republic,europe,0.3523405784580952
Donetsk People's Republic,kharkiv,0.3479421259192009
Donetsk People's Republic,people,0.34274249204810586
Donetsk People's Republic,europe country,0.3080043644128936
Donetsk People's Republic,the donbass,0.2951543701353207
Donetsk People's Republic,people militia,0.2951543701353207
Donetsk People's Republic,donbass,0.2951543701353207
Donetsk People's Republic,donbass people,0.2951543701353207
Donetsk People's Republic,republic claimed,0.29010116360087695
Donetsk People's Republic,ukraine this,0.27790735670787203
Donetsk People's Republic,mariupol,0.2314737760519233
Donetsk People's Republic,2014,0.20706008884434587
Donetsk People's Republic,sloviansk,0.20637871709215433
Free Aceh Movement (GAM),aceh,2.4106201072807116
Free Aceh Movement (GAM),aceh movement,1.1135922553110689
Free Aceh Movement (GAM),free aceh,1.1135922553110689
Free Aceh Movement (GAM),gam,0.9744435800857402
Free Aceh Movement (GAM),country indonesia,0.8833518698001863
Free Aceh Movement (GAM),indonesia attack_type,0.8833518698001863
Free Aceh Movement (GAM),free,0.8733278581037992
Free Aceh Movement (GAM),indonesia,0.8697600621377062
Free Aceh Movement (GAM),movement gam,0.8374013173509772
Free Aceh Movement (GAM),indonesian,0.775159776886136
Free Aceh Movement (GAM),movement,0.6907173638031147
Free Aceh Movement (GAM),banda aceh,0.6356499201872517
Free Aceh Movement (GAM),banda,0.5991781539583392
Free Aceh Movement (GAM),the free,0.5876428276270875
Free Aceh Movement (GAM),2000 09,0.4987904089769034
Free Aceh Movement (GAM),in banda,0.49050148925283693
Free Aceh Movement (GAM),18 2000,0.4897618657667321
Free Aceh Movement (GAM),policeman in,0.4872900891568105
Free Aceh Movement (GAM),aceh province,0.46966607594680965
Free Aceh Movement (GAM),and policeman,0.46684170514074924
Free Aceh Movement (GAM),2000,0.4568315530322027
Free Aceh Movement (GAM),2001,0.43656996712602525
Free Aceh Movement (GAM),09 18,0.3944096997031455
Free Aceh Movement (GAM),in two,0.35011789699451423
Free Aceh Movement (GAM),lhokseumawe,0.33363660211174534
Free Aceh Movement (GAM),region southeast,0.30646601072607305
Free Aceh Movement (GAM),southeast asia,0.30646601072607305
Free Aceh Movement (GAM),southeast,0.3059320794712144
Free Aceh Movement (GAM),25 2001,0.2969180972219095
Free Aceh Movement (GAM),indonesia no,0.29540478634401385
Free Syrian Army,the free,3.000876528011006
Free Syrian Army,free syrian,2.491714732284644
Free Syrian Army,free,2.1309256748381964
Free Syrian Army,syrian,1.3357706869889803
Free Syrian Army,syrian army,1.320870774727405
Free Syrian Army,army claimed,1.2866981557619444
Free Syrian Army,syria,1.1405096044936083
Free Syrian Army,army,0.6585704418340356
Free Syrian Army,also attributed,0.5756678962422267
Free Syrian Army,damascus,0.5122464202824805
Free Syrian Army,2016 07,0.48784697252192116
Free Syrian Army,lattakia,0.4703489597532663
Free Syrian Army,syria and,0.4653938902336272
Free Syrian Army,sources also,0.46055595808482286
Free Syrian Army,suwayda,0.44382288947291565
Free Syrian Army,aleppo city,0.4390309764662693
Free Syrian Army,the ansar,0.42931670472233774
Free Syrian Army,din front,0.41191414546926935
Free Syrian Army,governorate syria,0.4009404671706656
Free Syrian Army,damascus neighborhoods,0.3889988187997806
Free Syrian Army,command,0.3875118122089115
Free Syrian Army,nayrab,0.3812455710841438
Free Syrian Army,assad,0.380959520301711
Free Syrian Army,2012,0.37476887249813007
Free Syrian Army,bashar al,0.3740987617063071
Free Syrian Army,syrian military,0.37341086745502466
Free Syrian Army,al assad,0.3661784684332927
Free Syrian Army,ansar al,0.3646486774820238
Free Syrian Army,brigade of,0.36219853773217686
Free Syrian Army,army and,0.3607289973419791
Fulani extremists,fulani,4.393074587238137
Fulani extremists,to fulani,2.883589122269461
Fulani extremists,fulani extremists,2.7998844362889383
Fulani extremists,fulani militants,1.9693932493471737
