group,feature,weight
Lashkar-e-Islam (Pakistan),manzoor,0.6312503642104753
Lashkar-e-Islam (Pakistan),believed lashkar,0.6306121342386175
Lashkar-e-Islam (Pakistan),bara tehsil,0.6282018617503322
Lashkar-e-Islam (Pakistan),village peshawar,0.5903892407933216
Lashkar-e-Islam (Pakistan),khyber district,0.5748644511784555
Lashkar-e-Islam (Pakistan),checkpost,0.5578287806919827
Lashkar-e-Islam (Pakistan),lei militants,0.541975365872643
Lashkar-e-Islam (Pakistan),01 2012,0.5292965843910625
Lashkar-e-Islam (Pakistan),of bara,0.5112794591123528
Lashkar-e-Islam (Pakistan),son of,0.4838946840481441
Lashkar-e-Islam (Pakistan),suspected lashkar,0.4795529515358942
Lashkar-e-Islam (Pakistan),khyber agency,0.47631410312755756
Lashkar-e-Islam (Pakistan),polio,0.4505461502946575
Lashkar-e-Islam (Pakistan),jamrud khyber,0.44483784106830043
Lashkar-e-Jhangvi,lashkar jhangvi,3.6559781780458924
Lashkar-e-Jhangvi,jhangvi,3.6559781780458924
Lashkar-e-Jhangvi,lashkar,1.9564443592384104
Lashkar-e-Jhangvi,jhangvi claimed,1.831786994964706
Lashkar-e-Jhangvi,jhangvi and,1.038897062834728
Lashkar-e-Jhangvi,lahore,0.7042337223253345
Lashkar-e-Jhangvi,lej,0.686043205344378
Lashkar-e-Jhangvi,jhangvi lej,0.686043205344378
Lashkar-e-Jhangvi,assault lashkar,0.6579683455132928
Lashkar-e-Jhangvi,shia,0.6359377902641581
Lashkar-e-Jhangvi,karachi,0.5954198873887817
Lashkar-e-Jhangvi,pakistan attack_type,0.5738654611125164
Lashkar-e-Jhangvi,country pakistan,0.5738654611125164
Lashkar-e-Jhangvi,quetta,0.552691860887095
Lashkar-e-Jhangvi,also member,0.5082504993874507
Lashkar-e-Jhangvi,lej claimed,0.4869666901267206
Lashkar-e-Jhangvi,syed,0.4678286568387514
Lashkar-e-Jhangvi,the pakistan,0.46642084103924314
Lashkar-e-Jhangvi,shakir,0.4648941208703269
Lashkar-e-Jhangvi,in quetta,0.45662982212581626
Lashkar-e-Jhangvi,cadets,0.4531378037013663
Lashkar-e-Jhangvi,high court,0.44475673117967696
Lashkar-e-Jhangvi,peace and,0.4385460520063845
Lashkar-e-Jhangvi,in parachinar,0.4304039588645469
Lashkar-e-Jhangvi,lahore city,0.42645678471271065
Lashkar-e-Jhangvi,shi,0.41925651311640205
Lashkar-e-Jhangvi,lawyer,0.417458022776176
Lashkar-e-Jhangvi,shiite,0.4157556100539799
Lashkar-e-Jhangvi,parachinar,0.41408848836183176
Lashkar-e-Jhangvi,quetta city,0.41013134547005087
Lashkar-e-Taiba (LeT),taiba,3.2577265172045053
Lashkar-e-Taiba (LeT),lashkar taiba,2.94384334108502
Lashkar-e-Taiba (LeT),lashkar,2.7319910008835806
Lashkar-e-Taiba (LeT),let,1.406712409627989
Lashkar-e-Taiba (LeT),tayyiba,1.151407182174843
Lashkar-e-Taiba (LeT),lashkar tayyiba,1.151407182174843
Lashkar-e-Taiba (LeT),taiba let,1.0428850501391442
Lashkar-e-Taiba (LeT),kashmir,1.0105007914360997
Lashkar-e-Taiba (LeT),india,0.975738226758974
Lashkar-e-Taiba (LeT),let claimed,0.9167407624490768
Lashkar-e-Taiba (LeT),country india,0.8586418781963513
Lashkar-e-Taiba (LeT),india attack_type,0.8586418781963513
Lashkar-e-Taiba (LeT),to lashkar,0.7564691890920824
Lashkar-e-Taiba (LeT),srinagar india,0.753365175196658
Lashkar-e-Taiba (LeT),poonch,0.7112983851074757
Lashkar-e-Taiba (LeT),toiba,0.707335468802121
Lashkar-e-Taiba (LeT),and hizbul,0.679248055174121
Lashkar-e-Taiba (LeT),indian soldiers,0.6696234604000808
Lashkar-e-Taiba (LeT),doda,0.6487803908606156
Lashkar-e-Taiba (LeT),hindu,0.5921353162234795
Lashkar-e-Taiba (LeT),taiba claimed,0.5872166622807641
Lashkar-e-Taiba (LeT),kupwara,0.5818480925775967
Lashkar-e-Taiba (LeT),21 2003,0.577348740676424
Lashkar-e-Taiba (LeT),2002 01,0.573515918975166
Lashkar-e-Taiba (LeT),cyanide,0.5665720084678747
Lashkar-e-Taiba (LeT),dinanagar,0.5612493813929763
Lashkar-e-Taiba (LeT),in dinanagar,0.5612493813929763
Lashkar-e-Taiba (LeT),2002,0.5528928383151823
Lashkar-e-Taiba (LeT),begum,0.5502444329701557
Lashkar-e-Taiba (LeT),of lashkar,0.5439266741085849
Left-Wing Militants,1970,1.9844762465108279
Left-Wing Militants,1971,1.7523443866178259
Left-Wing Militants,1972,1.4633828314936754
Left-Wing Militants,year 1970,1.0444347748652199
Left-Wing Militants,perpetrators bombed,0.8694470842780023
Left-Wing Militants,bombed,0.8432716805911104
Left-Wing Militants,california,0.7994539662396368
Left-Wing Militants,year 1971,0.7699817080061672
Left-Wing Militants,california united,0.7398194712528585
Left-Wing Militants,year 1972,0.7316914157468377
Left-Wing Militants,selective,0.7117678955007455
Left-Wing Militants,perpetrators,0.6629438275133704
Left-Wing Militants,selective service,0.638370125668953
Left-Wing Militants,1970 1970,0.6328116037502208
Left-Wing Militants,wisconsin,0.622219519113851
Left-Wing Militants,military,0.598287839787064
Left-Wing Militants,the ship,0.5800214791080565
Left-Wing Militants,bank,0.5742486033059845
Left-Wing Militants,recruiting,0.569460898379677
Left-Wing Militants,united states,0.5340684511981652
Left-Wing Militants,states,0.5307071508581791
Left-Wing Militants,1972 unknown,0.5295711688589367
Left-Wing Militants,military year,0.5221578872022586
Left-Wing Militants,target military,0.5221371131872083
Left-Wing Militants,the bank,0.4882680920565323
Left-Wing Militants,vietnam,0.4871967935343048
Left-Wing Militants,york united,0.48406991189927473
Left-Wing Militants,service,0.4796981232419664
Left-Wing Militants,milwaukee,0.47835155333032514
Left-Wing Militants,trucks,0.4704241544731854
Liberation Tigers of Tamil Eelam (LTTE),sri,2.1278081156045054
Liberation Tigers of Tamil Eelam (LTTE),sri lanka,1.8957058271500495
Liberation Tigers of Tamil Eelam (LTTE),lanka,1.8957058271500495
Liberation Tigers of Tamil Eelam (LTTE),ltte,1.5884449828643092
Liberation Tigers of Tamil Eelam (LTTE),tamil,1.5208435609160984
Liberation Tigers of Tamil Eelam (LTTE),lanka attack_type,1.215408951863258
Liberation Tigers of Tamil Eelam (LTTE),country sri,1.215408951863258
Liberation Tigers of Tamil Eelam (LTTE),tigers,0.9428260442838304
Liberation Tigers of Tamil Eelam (LTTE),eelam,0.9048377770178007
Liberation Tigers of Tamil Eelam (LTTE),of tamil,0.7504749132740742
Liberation Tigers of Tamil Eelam (LTTE),tamil eelam,0.7422889178309727
Liberation Tigers of Tamil Eelam (LTTE),tigers of,0.7332242365900342
Liberation Tigers of Tamil Eelam (LTTE),liberation tigers,0.7245201660666296
Liberation Tigers of Tamil Eelam (LTTE),eelam ltte,0.5556325566273125
Liberation Tigers of Tamil Eelam (LTTE),italy,0.5382395996764512
Liberation Tigers of Tamil Eelam (LTTE),the ltte,0.5075656511091554
Liberation Tigers of Tamil Eelam (LTTE),the liberation,0.49839313191243384
Liberation Tigers of Tamil Eelam (LTTE),suspected ltte,0.44109905943572036
Liberation Tigers of Tamil Eelam (LTTE),the tamil,0.4260849715160732
Liberation Tigers of Tamil Eelam (LTTE),batticaloa,0.3998275510401725
Liberation Tigers of Tamil Eelam (LTTE),colombo,0.36803153102501146
Liberation Tigers of Tamil Eelam (LTTE),liberation,0.36180592566956604
Liberation Tigers of Tamil Eelam (LTTE),immediately,0.34455235352131586
Liberation Tigers of Tamil Eelam (LTTE),lanka the,0.3347996100792443
Liberation Tigers of Tamil Eelam (LTTE),tiger,0.3327802042734931
Liberation Tigers of Tamil Eelam (LTTE),ltte members,0.31563461621161276
Liberation Tigers of Tamil Eelam (LTTE),vavuniya,0.30801567450440137
Liberation Tigers of Tamil Eelam (LTTE),tamil tiger,0.30333206887538633
Liberation Tigers of Tamil Eelam (LTTE),did,0.294636053457601
Liberation Tigers of Tamil Eelam (LTTE),confirm,0.27265162110724184
Lord's Resistance Army (LRA),lord,2.569966719426502
Lord's Resistance Army (LRA),resistance army,2.5390811240293125
Lord's Resistance Army (LRA),lord resistance,2.3355700502949057
Lord's Resistance Army (LRA),resistance,1.8662159397870217
Lord's Resistance Army (LRA),lra,1.6896966700275893
Lord's Resistance Army (LRA),army lra,1.4066647087107136
Lord's Resistance Army (LRA),the lord,1.397545887309911
Lord's Resistance Army (LRA),army,1.089997911893942
Lord's Resistance Army (LRA),uganda,0.9057999473941841
Lord's Resistance Army (LRA),army was,0.6286792317141847
Lord's Resistance Army (LRA),orientale,0.6267064891841844
Lord's Resistance Army (LRA),congo kinshasa,0.5679089999327707
Lord's Resistance Army (LRA),uganda attack_type,0.5379371696006845
Lord's Resistance Army (LRA),country uganda,0.5379371696006845
Lord's Resistance Army (LRA),group lord,0.5314584986613985
Lord's Resistance Army (LRA),kinshasa,0.4985676234400017
Lord's Resistance Army (LRA),congo,0.4652821245708565
Lord's Resistance Army (LRA),equatoria,0.4469090108887926
Lord's Resistance Army (LRA),lords resistance,0.434959883652177
Lord's Resistance Army (LRA),sudan,0.42965989732724724
Lord's Resistance Army (LRA),lords,0.42708166628217986
Lord's Resistance Army (LRA),looting,0.410762679610092
Lord's Resistance Army (LRA),fighters attacked,0.40765988188980323
Lord's Resistance Army (LRA),resistence,0.3902309965627546
Lord's Resistance Army (LRA),mbomou central,0.3816644088504051
Lord's Resistance Army (LRA),mbomou,0.3793855426754823
Lord's Resistance Army (LRA),suspected lord,0.3711858270024507
Lord's Resistance Army (LRA),republic,0.3711046810496944
Lord's Resistance Army (LRA),african republic,0.36003165712794377
Lord's Resistance Army (LRA),iyah,0.35811865401334664
Luhansk People's Republic,luhansk,2.9078399235376264
Luhansk People's Republic,luhansk people,1.6113788583837296
Luhansk People's Republic,the luhansk,1.3686683568295284
Luhansk People's Republic,luhansk oblast,1.1357069795099566
Luhansk People's Republic,ukraine,0.8833875770151602
Luhansk People's Republic,town luhansk,0.6779676536773801
Luhansk People's Republic,people republic,0.41550181605623787
Luhansk People's Republic,ukraine attack_type,0.4025603081783771
Luhansk People's Republic,country ukraine,0.4025603081783771
Luhansk People's Republic,to luhansk,0.3634839305454134
Luhansk People's Republic,shchastia,0.32633435720407167
Luhansk People's Republic,ukrainian,0.3252975138601196
Luhansk People's Republic,oblast ukraine,0.3244383492355692
Luhansk People's Republic,oblast,0.3195655781702674
Luhansk People's Republic,operation checkpoint,0.305393511816211
Luhansk People's Republic,republic,0.30496907869941714
Luhansk People's Republic,luhansk ukraine,0.29930981431008247
Luhansk People's Republic,four unrelated,0.28862791280524214
Luhansk People's Republic,unrelated attacks,0.2779397419598578
Luhansk People's Republic,in shchastia,0.2636032468830461
Luhansk People's Republic,multiple projectiles,0.26207114178620455
Luhansk People's Republic,eastern europe,0.2525522721460102
Luhansk People's Republic,region eastern,0.2525522721460102
Luhansk People's Republic,03 15,0.2514769210934246
Luhansk People's Republic,city luhansk,0.24848347098884793
Luhansk People's Republic,shchastia city,0.2470490007478831
Luhansk People's Republic,stanytsia,0.24690042637001863
Luhansk People's Republic,stanytsia luhanska,0.24690042637001863
Luhansk People's Republic,luhanska,0.24690042637001863
Luhansk People's Republic,projectiles landed,0.23768671767643607
Maoists,maoists,5.0624793770051415
Maoists,to maoists,3.578950500798323
Maoists,nepal,3.0382576680904996
Maoists,maoists claimed,2.138907145056494
Maoists,nepal attack_type,1.751875449477335
Maoists,country nepal,1.751875449477335
Maoists,maoist rebels,1.268492009622538
Maoists,india,1.2475463427330413
Maoists,state india,1.2396517528964914
Maoists,country india,1.2076717806412156
Maoists,india attack_type,1.2076717806412156
Maoists,chhattisgarh,1.1979680247118305
Maoists,chhattisgarh india,1.0249437691694159
Maoists,odisha,0.9979748961445875
Maoists,suspected maoist,0.9086075498639543
Maoists,that maoists,0.8998215666411777
Maoists,bihar,0.8209189045136489
Maoists,suspected maoists,0.7756541588229048
Maoists,odisha state,0.7701847360912517
Maoists,maharashtra,0.7615468106587233
Maoists,south asia,0.7489844657783923
Maoists,jharkhand,0.718644261393122
Maoists,party maoist,0.6990806885148472
Maoists,of maoists,0.6984906734123008
Maoists,nepal communist,0.6923225625846327
Maoists,india the,0.6840592203050502
Maoists,region south,0.64518811747265
Maoists,rebels,0.6322711146414962
Maoists,jharkhand state,0.6185880399577699
Maoists,south,0.578407312531617
Mayi Mayi,mayi,3.5531697949915175
Mayi Mayi,mai,2.0189332913547244
Mayi Mayi,mayi mayi,1.9027920091879575
Mayi Mayi,the mayi,1.231516444125898
Mayi Mayi,mai mai,1.1879735596492986
Mayi Mayi,congo,0.6925657368286953
Mayi Mayi,democratic republic,0.6483075316863652
Mayi Mayi,republic of,0.6403236007460988
Mayi Mayi,the mai,0.5643095554789077
Mayi Mayi,mai was,0.5521547320235822
Mayi Mayi,south kivu,0.5415326302010917
Mayi Mayi,kivu,0.5304665143499572
Mayi Mayi,miners,0.517676876089484
Mayi Mayi,republic,0.5053119900904437
Mayi Mayi,kinshasa armed,0.5000931869452706
Mayi Mayi,country democratic,0.47390226135881247
Mayi Mayi,congo attack_type,0.4737545458153692
Mayi Mayi,congolese,0.43810009566126484
Mayi Mayi,kivu congo,0.43304646561652993
Mayi Mayi,nord kivu,0.41557913636055427
Mayi Mayi,the congo,0.4099596893612653
Mayi Mayi,to mayi,0.4048809343290664
Mayi Mayi,mayi militia,0.3661403991856097
Mayi Mayi,2019,0.36220209069327775
Mayi Mayi,in kasindi,0.34915539305769344
Mayi Mayi,nord,0.3438938892946058
Mayi Mayi,or the,0.3302097943394353
Mayi Mayi,mayi claimed,0.3238160096227401
Mayi Mayi,congo two,0.31176740537358505
Mayi Mayi,and mining,0.31136214286233777
Moro Islamic Liberation Front (MILF),islamic liberation,2.403572685135376
Moro Islamic Liberation Front (MILF),moro islamic,2.3341018705866503
Moro Islamic Liberation Front (MILF),moro,2.3017970134237316
Moro Islamic Liberation Front (MILF),milf,2.2350971474269654
Moro Islamic Liberation Front (MILF),liberation front,1.4089420196629692
Moro Islamic Liberation Front (MILF),front milf,1.1915990274503596
Moro Islamic Liberation Front (MILF),the moro,1.1126815249200186
Moro Islamic Liberation Front (MILF),front,1.1058841183112804
Moro Islamic Liberation Front (MILF),liberation,0.9974904510553572
Moro Islamic Liberation Front (MILF),philippines,0.8356734955651482
Moro Islamic Liberation Front (MILF),cotabato,0.6508866058918948
Moro Islamic Liberation Front (MILF),philippines attack_type,0.642088958041618
Moro Islamic Liberation Front (MILF),country philippines,0.642088958041618
Moro Islamic Liberation Front (MILF),islamic,0.5807115702317419
Moro Islamic Liberation Front (MILF),southeast asia,0.5202371964417134
Moro Islamic Liberation Front (MILF),region southeast,0.5202371964417134
Moro Islamic Liberation Front (MILF),southeast,0.519330828722636
Moro Islamic Liberation Front (MILF),maguindanao province,0.5056698727369472
Moro Islamic Liberation Front (MILF),the milf,0.5044044590197173
Moro Islamic Liberation Front (MILF),town,0.4704589046109852
Moro Islamic Liberation Front (MILF),maguindanao,0.46719957158126457
Moro Islamic Liberation Front (MILF),suspected moro,0.45861536262262476
Moro Islamic Liberation Front (MILF),banisilan,0.4289068403367096
Moro Islamic Liberation Front (MILF),in maguindanao,0.4271314200168406
Moro Islamic Liberation Front (MILF),milf rebels,0.42464365534318843
Moro Islamic Liberation Front (MILF),north cotabato,0.4157014986620449
Moro Islamic Liberation Front (MILF),mortar,0.41382787009973643
Moro Islamic Liberation Front (MILF),sibugay province,0.4017761353207773
Moro Islamic Liberation Front (MILF),sibugay,0.3881983182106466
Moro Islamic Liberation Front (MILF),am,0.3578086571302569
Mozambique National Resistance Movement (MNR),mozambique,1.9746367825165283
Mozambique National Resistance Movement (MNR),mnr,1.019758952146808
Mozambique National Resistance Movement (MNR),national resistance,0.9974575287448506
Mozambique National Resistance Movement (MNR),movement mnr,0.9626369186506577
Mozambique National Resistance Movement (MNR),mozambique national,0.9626369186506577
Mozambique National Resistance Movement (MNR),the mozambique,0.8881828229666411
Mozambique National Resistance Movement (MNR),resistance movement,0.7265934706071067
Mozambique National Resistance Movement (MNR),muxanga,0.6039287356170034
Mozambique National Resistance Movement (MNR),resistance,0.5661672843092036
Mozambique National Resistance Movement (MNR),movement,0.4925194620633431
Mozambique National Resistance Movement (MNR),country mozambique,0.4126130575828847
Mozambique National Resistance Movement (MNR),mozambique attack_type,0.4126130575828847
Mozambique National Resistance Movement (MNR),province mozambique,0.409589221785921
Mozambique National Resistance Movement (MNR),national,0.4045567190791524
Mozambique National Resistance Movement (MNR),sofala,0.3989976173824259
Mozambique National Resistance Movement (MNR),renamo,0.31105474260723603
Mozambique National Resistance Movement (MNR),nampula,0.28672461760105067
Mozambique National Resistance Movement (MNR),sofala province,0.27579899394219487
Mozambique National Resistance Movement (MNR),frelimo,0.259389004313052
Mozambique National Resistance Movement (MNR),to mozambique,0.2435488638770555
Mozambique National Resistance Movement (MNR),in funhalouro,0.24317442382374263
Mozambique National Resistance Movement (MNR),funhalouro,0.24317442382374263
Mozambique National Resistance Movement (MNR),10 1999,0.23396553081287283
Mozambique National Resistance Movement (MNR),muxungue,0.2301947027047259
Mozambique National Resistance Movement (MNR),beat,0.1991731429596385
Mozambique National Resistance Movement (MNR),nihessiue,0.19842941014081364
Mozambique National Resistance Movement (MNR),in nihessiue,0.19842941014081364
Mozambique National Resistance Movement (MNR),mozambique liberation,0.19484677797635394
Mozambique National Resistance Movement (MNR),niassa,0.1914307223321146
Mozambique National Resistance Movement (MNR),manica,0.19124939442190628
Muslim extremists,muslim,4.634180846475037
Muslim extremists,muslim extremists,3.9869372000094008
Muslim extremists,to muslim,3.591104010082493
Muslim extremists,fundamentalists,3.136529321066721
Muslim extremists,muslim fundamentalists,3.0257248456094445
Muslim extremists,islamic militants,2.1211638955017635
Muslim extremists,extremists,1.5186421160806665
Muslim extremists,islamists,1.3119069327870458
Muslim extremists,that muslim,1.2625755545456745
Muslim extremists,muslim extremist,0.9511983261061703
Muslim extremists,islamist,0.9210154100211867
Muslim extremists,tunisia,0.9064859623300543
Muslim extremists,maldives,0.8905592070750383
Muslim extremists,jakarta,0.8727358044838447
Muslim extremists,norway,0.8638187346784949
Muslim extremists,as muslim,0.8226826833747112
Muslim extremists,tsarnaev,0.811028976174881
Muslim extremists,of muslim,0.7619111543439245
Muslim extremists,suspected muslim,0.7557109301826467
Muslim extremists,militants,0.7203994213825967
Muslim extremists,citizen,0.6946863760043233
Muslim extremists,mali,0.6915899623849745
Muslim extremists,austria,0.6353244871920974
Muslim extremists,quran,0.6328071934492921
Muslim extremists,libya,0.631987188904163
Muslim extremists,by muslim,0.6196868160692851
Muslim extremists,hussain,0.6095940252836863
Muslim extremists,sila,0.6048527021394159
Muslim extremists,catholic,0.5930249283916079
Muslim extremists,islamabad pakistan,0.5907367680901642
National Democratic Front of Bodoland (NDFB),of bodoland,1.966803920565039
National Democratic Front of Bodoland (NDFB),bodoland,1.9668039205650383
National Democratic Front of Bodoland (NDFB),ndfb,1.9609982003940198
National Democratic Front of Bodoland (NDFB),national democratic,1.8710119087731485
National Democratic Front of Bodoland (NDFB),democratic front,1.6683444062891817
National Democratic Front of Bodoland (NDFB),bodoland ndfb,1.4942355954540494
National Democratic Front of Bodoland (NDFB),democratic,1.0192171735813977
National Democratic Front of Bodoland (NDFB),front of,0.9261456561701232
National Democratic Front of Bodoland (NDFB),national,0.8612950623881341
National Democratic Front of Bodoland (NDFB),assam india,0.5964246032073713
National Democratic Front of Bodoland (NDFB),front,0.5435301335256972
National Democratic Front of Bodoland (NDFB),kokrajhar,0.4930503044231003
National Democratic Front of Bodoland (NDFB),the national,0.47839199350168793
National Democratic Front of Bodoland (NDFB),assam,0.46896047654237694
National Democratic Front of Bodoland (NDFB),assam state,0.44381218366988595
National Democratic Front of Bodoland (NDFB),basumatary,0.38334646434195385
National Democratic Front of Bodoland (NDFB),in sonitpur,0.36216955679211693
National Democratic Front of Bodoland (NDFB),ndfb was,0.3559969882022957
National Democratic Front of Bodoland (NDFB),sonitpur,0.34102140564379546
National Democratic Front of Bodoland (NDFB),alom hussain,0.32727353760783656
National Democratic Front of Bodoland (NDFB),alom,0.3151906900010188
National Democratic Front of Bodoland (NDFB),suspected national,0.30842312638979374
National Democratic Front of Bodoland (NDFB),the ndfb,0.3069508725283491
National Democratic Front of Bodoland (NDFB),goalpara,0.30530621656339013
National Democratic Front of Bodoland (NDFB),sonitpur district,0.30475185403146116
National Democratic Front of Bodoland (NDFB),chirang,0.29938561234838035
National Democratic Front of Bodoland (NDFB),district assam,0.2969734955983804
National Democratic Front of Bodoland (NDFB),daimary,0.29576204676376955
National Democratic Front of Bodoland (NDFB),in kokrajhar,0.29322827085911934
National Democratic Front of Bodoland (NDFB),faction,0.2867422851970404
National Liberation Army of Colombia (ELN),eln,2.884836104112546
National Liberation Army of Colombia (ELN),national liberation,2.106773302972217
National Liberation Army of Colombia (ELN),liberation army,1.8288684453933544
National Liberation Army of Colombia (ELN),the national,1.4646696449079128
National Liberation Army of Colombia (ELN),liberation,1.3086816166970041
National Liberation Army of Colombia (ELN),colombia,1.2831587544351577
National Liberation Army of Colombia (ELN),national,1.1784042996941844
National Liberation Army of Colombia (ELN),army eln,1.1436490933278038
National Liberation Army of Colombia (ELN),army nla,1.1147800536677366
National Liberation Army of Colombia (ELN),nla,1.1147800536677366
National Liberation Army of Colombia (ELN),colombia eln,1.0968173814024553
National Liberation Army of Colombia (ELN),army,1.0620478325427445
National Liberation Army of Colombia (ELN),south america,1.0128140523116722
National Liberation Army of Colombia (ELN),army of,0.9451363582002329
National Liberation Army of Colombia (ELN),america country,0.8892888722739359
National Liberation Army of Colombia (ELN),america,0.8790452134233618
National Liberation Army of Colombia (ELN),colombia attack_type,0.8482976215469528
National Liberation Army of Colombia (ELN),country colombia,0.8482976215469528
National Liberation Army of Colombia (ELN),the eln,0.7636693230978495
National Liberation Army of Colombia (ELN),eln claimed,0.719767984392418
National Liberation Army of Colombia (ELN),ejercito de,0.6269871832109688
National Liberation Army of Colombia (ELN),nacional,0.6200175874895469
National Liberation Army of Colombia (ELN),ejercito,0.5510517710714938
National Liberation Army of Colombia (ELN),years old,0.5205765510551259
National Liberation Army of Colombia (ELN),bolivar,0.48801437041339446
National Liberation Army of Colombia (ELN),municipality,0.4823942074377496
National Liberation Army of Colombia (ELN),venezuela,0.469342853855281
National Liberation Army of Colombia (ELN),nacional eln,0.4681086876026517
National Liberation Army of Colombia (ELN),de liberación,0.46136477891309696
National Liberation Army of Colombia (ELN),liberación,0.46136477891309696
National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),nscn,1.343794953207178
National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),im,1.2154097448997383
National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),nagaland,1.1827616575822333
National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),nscn im,1.1781255896086802
National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),of nagaland,1.0147022085536213
National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),socialist council,0.9691224733996184
National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),muivah,0.9471057140390696
National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),socialist,0.9035539904279101
National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),isak muivah,0.9007010958563777
National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),nagaland isak,0.9007010958563777
National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),isak,0.9007010958563777
National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),national socialist,0.8977870164023353
National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),council of,0.8180492198843432
National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),manipur,0.7236847631635631
National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),muivah nscn,0.6808132187849558
National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),im militants,0.6194482010443384
National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),council,0.542666953938434
National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),national,0.38372295724952415
National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),dimapur,0.37161183250054364
National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),abducted by,0.36700508311114033
National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),militant,0.3218599775040667
National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),rs lakh,0.31947949209912513
National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),militants,0.3149366129882005
National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),manipur india,0.3143163944394273
National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),civilian were,0.3091697467465107
National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),and civilian,0.2961578012400339
National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),that national,0.2859639776250324
National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),lakh,0.28233918578740097
National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),colony in,0.2812851072378222
National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),yard,0.2783165321146374
National Union for the Total Independence of Angola (UNITA),angola,1.9088533850540954
National Union for the Total Independence of Angola (UNITA),unita,1.2817911841796006
National Union for the Total Independence of Angola (UNITA),of angola,0.9984999879489351
National Union for the Total Independence of Angola (UNITA),angola unita,0.9644462026513155
National Union for the Total Independence of Angola (UNITA),total independence,0.9552827437161119
National Union for the Total Independence of Angola (UNITA),national union,0.9552827437161119
National Union for the Total Independence of Angola (UNITA),independence of,0.9552827437161119
National Union for the Total Independence of Angola (UNITA),union for,0.9387083975858581
National Union for the Total Independence of Angola (UNITA),the total,0.8543497417330153
National Union for the Total Independence of Angola (UNITA),independence,0.8371521702512214
National Union for the Total Independence of Angola (UNITA),total,0.6499906806999165
National Union for the Total Independence of Angola (UNITA),union,0.6390786410075963
National Union for the Total Independence of Angola (UNITA),namibia,0.6066785430331062
National Union for the Total Independence of Angola (UNITA),country angola,0.558908237882291
National Union for the Total Independence of Angola (UNITA),angola attack_type,0.558908237882291
National Union for the Total Independence of Angola (UNITA),zambia,0.47448327949181857
National Union for the Total Independence of Angola (UNITA),unita rebels,0.4651768597659888
National Union for the Total Independence of Angola (UNITA),national,0.35759371343401675
National Union for the Total Independence of Angola (UNITA),namibia attack_type,0.3191604624111322
National Union for the Total Independence of Angola (UNITA),country namibia,0.3191604624111322
National Union for the Total Independence of Angola (UNITA),luanda,0.2959937742724069
National Union for the Total Independence of Angola (UNITA),the national,0.28821989848334273
National Union for the Total Independence of Angola (UNITA),country zambia,0.282127180345234
National Union for the Total Independence of Angola (UNITA),zambia attack_type,0.282127180345234
National Union for the Total Independence of Angola (UNITA),abducted no,0.2649722883301165
National Union for the Total Independence of Angola (UNITA),seventy,0.26339840261118763
National Union for the Total Independence of Angola (UNITA),of residents,0.23948363124872113
National Union for the Total Independence of Angola (UNITA),15 were,0.23373224831823772
National Union for the Total Independence of Angola (UNITA),zambian,0.22024628890897208
National Union for the Total Independence of Angola (UNITA),unita was,0.2183196999171553
New People's Army (NPA),new people,2.781915920442914
New People's Army (NPA),people army,2.741222735475191
New People's Army (NPA),new,2.357200268269574
New People's Army (NPA),npa,2.334937404529715
New People's Army (NPA),philippines,1.9687239575050859
New People's Army (NPA),army npa,1.7473246554498696
New People's Army (NPA),the new,1.677721627122238
New People's Army (NPA),army,1.64517772249561
New People's Army (NPA),people,1.2625972201708642
New People's Army (NPA),country philippines,1.021915815685865
New People's Army (NPA),philippines attack_type,1.021915815685865
New People's Army (NPA),npa claimed,0.779627658238913
New People's Army (NPA),southeast asia,0.7523262642557124
